track_id,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
3JycZFWWQGXkTTJQ6CoNFy,67,170348,TRUE,0.694,0.67,2,-5.624,0,0.105,0.471,0,0.183,0.443,125.509,4,indie-pop
08EzywoYzT4unsQXslM9RA,,268560,FALSE,,,5,,1,0.0262,0.257,1.33E-05,0.178,0.87,,4,synth-pop
2tpWsVSb9UEmDRxAl1zhX1,83,257266,FALSE,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.118,0.477,122.016,4,pop
1modDYKBVY7mi6wo3vd6P4,50,158241,FALSE,0.731,0.328,0,-7.947,1,0.069,0.816,0,0.085,0.929,103.228,4,r-n-b
5f9JOmKiyxwuScmd6yidqW,41,179973,FALSE,0.707,0.716,3,-3.564,1,0.0304,0.503,8.82E-06,0.0875,0.965,110.014,3,r-n-b
3PMQvsVUEOMWsEGsSGG0aA,46,222579,FALSE,0.433,0.599,9,-7.293,1,0.0717,0.479,2.04E-06,0.12,0.338,71.798,4,indie-pop
4h9oLGyXoSN83H4wPGg3Rh,0,229746,TRUE,0.772,0.396,0,-7.974,1,0.0484,0.575,0.00149,0.105,0.643,128.099,4,indie-pop
1y6dEjheBdnopNo0xDXJ9P,59,213946,FALSE,0.479,0.535,11,-6.676,0,0.03,0.49,0,0.0923,0.21,82.024,4,indie-pop
43hajUyjyHEJCIoDtXSs63,0,260413,FALSE,0.711,0.875,5,-5.24,1,0.0336,0.128,0.00132,0.159,0.925,118.02,4,synth-pop
1Jc5rVFIyOy6XO3ATB1Lh9,0,162897,FALSE,0.647,0.876,10,-5.662,1,0.185,0.881,3.59E-05,0.26,0.949,151.925,4,r-n-b
7FpubvfoThnQRkP7EWEcDU,44,179705,FALSE,0.758,0.817,2,-4.679,0,0.056,0.675,0,0.0544,0.965,106.178,4,r-n-b
0Z2SFlnXH9yMN36djUeqyE,64,234130,TRUE,0.818,0.726,7,-6.694,0,0.216,0.0916,1.01E-06,0.106,0.345,92.013,4,hip-hop
1DAxXOny3bze31Slf2DjHe,0,221228,FALSE,0.801,0.623,0,-7.861,1,0.0982,0.107,0.00393,0.0853,0.801,104.982,4,hip-hop
06Mu4dzNZDxsMkFK5iAmpe,39,234345,FALSE,0.546,0.84,5,-6.398,1,0.0337,0.000891,0.0564,0.263,0.315,135.92,4,synth-pop
0EtwxDYKlVgtoa4FNL9JiZ,1,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,pop
2ff0sgVBZ1DYnfdXkW5tkS,0,161880,FALSE,0.689,0.856,5,-3.394,0,0.0813,0.0493,0,0.232,0.706,126.108,4,hip-hop
67ZZqOrQH4Bshguxw9GPkh,55,215075,FALSE,0.742,0.947,0,-3.749,1,0.0321,0.0906,0.0221,0.0721,0.88,130.043,4,indie-pop
3LEMmV0BgtM7TaJk40PFZU,62,209032,FALSE,0.828,0.719,11,-7.755,0,0.106,0.0919,0.000488,0.051,0.748,124.006,4,hip-hop
4Wy375MMykH82pUm8EN3iE,0,198342,FALSE,0.569,0.364,2,-11.099,1,0.052,0.75,0.00597,0.146,0.507,114.181,4,indie-pop
05eV1d7xEeUse9ceyKWjMe,0,222800,FALSE,0.465,0.602,10,-9.664,1,0.078,0.806,0.00145,0.101,0.595,159.905,4,indie-pop
35seOt4wMvu7gWzYFwqNGh,70,231333,FALSE,0.724,0.684,2,-5.129,1,0.0342,0.00134,0.000441,0.151,0.163,105,4,synth-pop
08jXpbmBrMtXXAtXlHgsHh,8,155960,FALSE,0.865,0.573,5,-5.501,1,0.0678,0.0863,0,0.305,0.563,94.999,4,pop
0HFXVKOkmnqOUHCrXfrH9y,1,293692,FALSE,0.373,0.114,5,-13.171,1,0.041,0.937,4.73E-05,0.104,0.172,90.945,1,pop
5SMCxyEHdPJJf9VFwFYo4B,0,309327,TRUE,0.71,0.522,11,-9.102,1,0.36,0.615,0,0.11,0.37,96.448,4,hip-hop
02sas1xqIwRm7iWSoHDvKe,44,211193,FALSE,0.633,0.743,7,-8.029,1,0.0362,0.29,0.00696,0.0629,0.548,176.021,4,indie-pop
17mv7iJcF5cbyQfVTk6aPW,40,214285,FALSE,0.855,0.849,11,-4.471,1,0.0548,0.275,0,0.0303,0.699,126.021,4,indie-pop
148NjAWZ8BHnXazIAwgvOa,12,236026,FALSE,0.626,0.883,6,-5.656,0,0.0361,0.0194,0.00694,0.396,0.837,119.956,4,synth-pop
4oNVmnywnXguyk76wkMuIb,66,332702,FALSE,0.556,0.521,6,-10.806,1,0.0321,0.641,0.000543,0.102,0.353,127.947,4,pop
3sqRODOZ1Z6hR4F2tnFAlg,73,179325,FALSE,0.706,0.674,9,-5.932,1,0.044,0.3,0,0.202,0.359,83.001,4,pop
43mHckutQvJr49nT0UvRxy,63,230204,FALSE,0.663,0.412,5,-8.195,0,0.364,0.00434,0.019,0.215,0.356,98.023,4,indie-pop
6DCZcSspjsKoFjzjrWoCdn,84,198973,TRUE,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29E-05,0.552,0.357,77.169,4,hip-hop
5VSJ9OfZx8V91A7u8Fuoh1,56,313163,FALSE,0.534,0.863,0,-4.616,1,0.0357,0.0152,0.0167,0.144,0.374,98.006,4,indie-pop
3UhmuWcFaLS3AO3kI9ynQ2,77,206060,FALSE,0.796,0.572,8,-7.03,0,0.0545,0.416,2.55E-05,0.0975,0.304,98.967,4,hip-hop
6I0KEvFfWszVJiCy5hum4V,67,190348,TRUE,0.737,0.408,5,-7.941,1,0.104,0.802,0,0.171,0.374,127.918,4,indie-pop
6RtnuC14DOUrvpRgS6WMQX,57,221666,FALSE,0.613,0.508,7,-8.489,1,0.0343,0.275,8.28E-06,0.0809,0.327,144.106,4,indie-pop
5wiSbeDm2p5yniuus7eH4J,65,166757,FALSE,0.712,0.683,10,-6.965,0,0.0926,0.323,6.84E-06,0.171,0.526,83.935,4,pop
2AYWQMI8f2zUXV3EG4vZYH,41,208666,FALSE,0.56,0.67,8,-8.286,0,0.028,0.781,0.913,0.109,0.76,140.002,4,synth-pop
0RLLvYBopDwooCyvnTwgYu,78,224000,TRUE,0.567,0.515,6,-10.265,0,0.247,0.354,0,0.078,0.321,120.1,1,r-n-b
0pPMSxTHDxROblb7yID8Ar,61,159529,FALSE,0.617,0.649,5,-3.796,0,0.0428,0.422,1.30E-06,0.244,0.487,85.018,4,hip-hop
6S1G1YciJfoW5wRzMio6Ll,41,216033,FALSE,0.698,0.358,2,-9.843,0,0.151,0.396,0,0.356,0.3,107.052,4,r-n-b
01jBLs7IZQzPt3dVdn5rDa,58,335533,FALSE,0.605,0.907,0,-3.56,1,0.033,0.0158,0.0158,0.0697,0.965,117.511,4,synth-pop
1ccZZf0IQi5y0bHMl2aGDF,72,197759,FALSE,0.636,0.647,0,-6.97,0,0.0436,0.422,0,0.251,0.44,105.914,4,pop
0888Sjs2LKpRLCPJZKmtEd,41,211253,FALSE,0.637,0.439,0,-15.998,1,0.0262,0.178,3.98E-05,0.0738,0.754,92.912,4,r-n-b
